('440276', 308.59180241940385)
('440938', 308.59180241940385)
('443535', 308.59180241940385)
('443596', 308.59180241940385)
('4020111', 308.59180241940385)
('4143698', 308.59180241940385)
('4321384', 308.59180241940385)
('40481774', 308.59180241940385)
('40482261', 308.59180241940385)
('42538804', 308.59180241940385)
('43530819', 308.59180241940385)
('134569', 308.59180241940385)
('436020', 308.59180241940385)
('436038', 308.59180241940385)
('440952', 308.59180241940385)
('4145763', 308.59180241940385)
('4176170', 308.59180241940385)
('4190298', 308.59180241940385)
('4231983', 308.59180241940385)
('4309924', 308.59180241940385)
('43021258', 308.59180241940385)
('4343935', 308.51105225196943)
('4214984', 308.2551898600204)
('436333', 308.2551898600204)
('45757468', 307.97174851029365)
('4110915', 307.69133760921596)
('198307', 307.36375554522795)
('4102492', 307.2749702738833)
('442793', 307.1492058216067)
('4220313', 306.9960088960967)
('4218017', 306.9960088960967)
('4198296', 306.768759037657)
('40224604', 306.4147649835125)
('4325344', 306.1133072409187)
('254058', 306.1124804469566)
('260125', 306.1124804469566)
('528294', 305.6822415811776)
('45766966', 305.0271871496806)
('193693', 303.0786165833817)
('196029', 303.0786165833817)
('78832', 302.9624364829603)
('139110', 302.9624364829603)
('141104', 302.9624364829603)
('433486', 302.49135552822304)
('199856', 302.49135552822304)
('433773', 302.49135552822304)
('40242221', 302.3973783741968)
('4048279', 300.67644139907674)
('36717004', 300.6669160777552)
('437986', 300.6669160777552)
('254761', 300.385837849686)
('313236', 300.385837849686)
('37016176', 300.292028642427)
('73231', 299.36152877941146)
('4026136', 298.0836993835987)
('44784631', 297.6111529437653)
('4263312', 296.8709020028209)
('4101283', 296.8709020028209)
('4085586', 296.78899772324064)
('320128', 295.93619720608604)
('4167493', 295.93619720608604)
('192680', 295.93619720608604)
('321074', 295.93619720608604)
('4118910', 295.93619720608604)
('4311246', 295.93619720608604)
('4024127', 295.92233013603806)
('4200256', 295.6323675979446)
('254066', 294.50491627706316)
('254677', 294.50491627706316)
('260430', 294.50491627706316)
('261324', 294.50491627706316)
('436145', 294.50491627706316)
('440431', 294.50491627706316)
('4310964', 294.50491627706316)
('256723', 294.50491627706316)
('258785', 294.50491627706316)
('259852', 294.50491627706316)
('259992', 294.50491627706316)
('260754', 294.50491627706316)
('443410', 294.50491627706316)
('36676238', 294.50491627706316)
('252351', 294.50491627706316)
('255848', 294.50491627706316)
('257315', 294.50491627706316)
('258180', 294.50491627706316)
('36714118', 294.50491627706316)
('40482061', 294.50491627706316)
('193355', 293.44130918003015)
('436093', 293.3644431828201)
('764098', 293.3501701424652)
('37016338', 293.3501701424652)
('37016343', 293.3501701424652)
('19131656', 293.29308568432657)
('312940', 293.2387561113701)
('4256228', 293.2387561113701)
('4317960', 293.2387561113701)
('4148486', 293.2387561113701)
('45773064', 293.1022844051235)
('4275257', 292.95734726851543)
('376793', 292.8245355430705)
('36715479', 292.2873434295752)
('254068', 291.65059160688645)
('2617345', 291.33430841327583)
('4176683', 291.33430841327583)
('42536547', 291.2149842127408)
('4340375', 291.2149842127408)
('381783', 291.1605806015662)
('4134162', 291.07690126713794)
('4340964', 291.01032398962775)
('3038601', 290.63713514525864)
('443455', 290.54602433763995)
('40239188', 290.11272915378936)
('192855', 289.8097069911796)
('4331508', 289.8097069911796)
('46270037', 289.5692355479009)
('42901885', 288.6200424464997)
('432961', 288.6023628403833)
('4027729', 288.51835838800963)
('4201174', 288.3239373890468)
('380632', 288.1931062110749)
('42899470', 288.1931062110749)
('376026', 288.1931062110749)
('46274082', 287.9603220539015)
('4261072', 287.85189750225027)
('378839', 287.636419438614)
('4110192', 287.5699096624013)
('45767658', 287.5699096624013)
('254061', 287.38644340565315)
('254390', 287.38644340565315)
('45766974', 287.22504928619753)
('45757298', 287.22504928619753)
('45766973', 287.22504928619753)
('257011', 287.0025393641736)
('314667', 286.54522101810164)
('4170972', 286.2652832842787)
('40232618', 285.64826209941896)
('4063581', 285.1652335884886)
('42537304', 285.1136061252019)
('436339', 285.0166051780721)
('438285', 284.98909144190236)
('19121494', 284.9132828713456)
('37018854', 284.54823295304226)
('439256', 284.4235356345495)
('439246', 284.4235356345495)
('432554', 283.7878083753245)
('436672', 283.62970238039355)
('4196141', 282.88334604088686)
('36220816', 281.7103463746113)
('196895', 281.48722729656794)
('437385', 281.44052903462597)
('4327889', 281.34902630036567)
('2617223', 281.30563578313183)
('2617208', 281.30563578313183)
('2617207', 281.30563578313183)
('437442', 280.8039261759834)
('19055137', 280.70209511164364)
('3041232', 280.70209511164364)
('43533841', 280.70209511164364)
('40769146', 280.70209511164364)
('37205060', 280.42337290633503)
('37205092', 280.42337290633503)
('37018688', 280.3208836343051)
('37109056', 280.3208836343051)
('46269907', 279.77424650189965)
('4098622', 279.427414900167)
('432436', 279.38483366851943)
('36214288', 279.3493632545059)
('948727', 279.3493632545059)
('975861', 279.05042370414156)
('46269900', 279.04550556747853)
('37116441', 279.04550556747853)
('314383', 278.9900736520111)
('4143969', 278.9900736520111)
('312653', 278.9900736520111)
('40165345', 277.9947126962834)
('3013721', 277.8772865868849)
('3015546', 277.8772865868849)
('197924', 277.7306154605295)
('435224', 277.6010481607448)
('955372', 277.1411702258525)
('4341231', 277.06639165713256)
('433749', 276.71793514298645)
('435076', 276.71793514298645)
('4133018', 276.565588777832)
('4132083', 276.565588777832)
('4097389', 276.55675170403543)
('4272033', 276.55675170403543)
('36220749', 276.4700813938831)
('198678', 276.2502057800976)
('43020938', 275.46830185196603)
('37395590', 275.1917447640919)
('438945', 275.07858904706734)
('434819', 275.07858904706734)
('4331953', 274.99659784685554)
('436096', 274.99659784685554)
('373203', 273.72977897492376)
('380714', 273.72977897492376)
('4025198', 273.55643680587514)
('3005755', 272.9934331709359)
('3006923', 272.9934331709359)
('3009172', 272.9934331709359)
('443767', 272.8981200166661)
('46270529', 272.8817790069768)
('45769832', 272.06023728804155)
('4111414', 272.02797571457944)
('434616', 271.5510053932963)
('443703', 271.4947416195349)
('35610112', 271.11560457226363)
('257907', 270.835908255237)
('37398951', 270.4479777374738)
('321042', 270.4479777374738)
('4309332', 270.4479777374738)
('193863', 270.40538663645344)
('4182711', 270.1551812436992)
('3005770', 270.01720201619463)
('3016662', 270.01720201619463)
('3017250', 270.01720201619463)
('3051825', 270.01720201619463)
('3016723', 270.01720201619463)
('316139', 269.97973417904905)
('439846', 269.97973417904905)
('4222415', 269.66663767067064)
('4225055', 269.66663767067064)
('3008037', 269.4759599014096)
('3005491', 269.4759599014096)
('3018405', 269.4759599014096)
('3023640', 269.45542785032535)
('40171690', 269.2401896572221)
('19058738', 269.2401896572221)
('19125848', 269.2401896572221)
('40167964', 269.2401896572221)
('438681', 269.06469546116733)
('4340380', 268.8443210905123)
('3046279', 268.75479901825173)
('3007220', 268.098554372311)
('3005785', 268.098554372311)
('4046500', 267.7988718798442)
('42873596', 267.2514278788874)
('4253306', 267.1779271996008)
('438701', 266.94941137872706)
('45770837', 266.94941137872706)
('4035437', 266.87239970021625)
('46270466', 266.87239970021625)
('46270467', 266.87239970021625)
('46270426', 266.87239970021625)
('46270465', 266.87239970021625)
('46270468', 266.87239970021625)
('46270413', 266.87239970021625)
('46270464', 266.87239970021625)
('377091', 266.73034534739276)
('2795843', 266.73034534739276)
('2795844', 266.73034534739276)
('2795846', 266.73034534739276)
('435220', 266.40813088293305)
('1309204', 266.21543077804847)
('442582', 265.4135199338679)
('4151635', 265.3070131942161)
('37116369', 265.28392913045485)
('259848', 265.06866951340237)
('45770919', 265.0428156288684)
('199867', 264.9433528561148)
('3040373', 264.36451552099743)
('440303', 264.10068265515133)
('42873851', 263.7037085576062)
('197320', 263.22793345164916)
('374021', 263.16459026051496)
('443802', 263.16459026051496)
('438037', 263.0260069472693)
('440919', 263.0260069472693)
('529686', 262.52490275055345)
('596894', 262.52490275055345)
('193431', 262.0380847492719)
('432860', 262.0380847492719)
('40491439', 262.0380847492719)
('72576', 262.0380847492719)
('193722', 262.0380847492719)
('4111023', 262.0380847492719)
('4113129', 262.0380847492719)
('4114221', 262.0380847492719)
('4269053', 262.0380847492719)
('196758', 262.0380847492719)
('4112851', 262.0380847492719)
('4115942', 262.0380847492719)
('380378', 261.8158263127785)
('4055361', 261.8158263127785)
('40483317', 261.8158263127785)
('36716978', 261.7344084612955)
('4140438', 261.7344084612955)
('46271074', 261.7344084612955)
('46273719', 261.7344084612955)
('45768450', 261.01549760502843)
('77340', 260.5352086042802)
('4285746', 260.49972536151057)
('40486631', 260.49972536151057)
('40489909', 260.49972536151057)
('40491961', 260.49972536151057)
('40493039', 260.49972536151057)
('132797', 260.49972536151057)
('133594', 260.49972536151057)
('40486059', 260.49972536151057)
('40489908', 260.49972536151057)
('40493038', 260.49972536151057)
('40487059', 260.49972536151057)
('40487064', 260.49972536151057)
('40489912', 260.49972536151057)
('197490', 260.4293173405053)
('19132282', 259.9628648754816)
('372328', 259.40234074354856)
('4077428', 259.40234074354856)
('4143024', 259.40234074354856)
('4170137', 259.40234074354856)
('380731', 259.40234074354856)
('43531611', 259.33433124146165)
('435371', 259.33433124146165)
('261495', 259.2576840117939)
('374267', 259.2576840117939)
('81496', 259.2576840117939)
('374270', 259.2576840117939)
('432236', 259.2576840117939)
('4003404', 259.2576840117939)
('134851', 259.2576840117939)
('434557', 259.2576840117939)
('441775', 259.2576840117939)
('4153291', 259.2576840117939)
('4171691', 258.95856924493893)
('253796', 258.95856924493893)
('762337', 258.95856924493893)
('762338', 258.95856924493893)
('40479583', 258.95856924493893)
('4302027', 258.85052722990935)
('435796', 258.85052722990935)
('440010', 258.73671758072)
('438398', 258.58553459966646)
('4047784', 258.57357105018013)
('3007070', 258.57357105018013)
('3027114', 258.57357105018013)
('3028288', 258.57357105018013)
('3009966', 258.57357105018013)
('3015232', 258.57357105018013)
('3023884', 258.57357105018013)
('433407', 258.1826762209232)
('443600', 258.08088427775755)
('254320', 258.07183508191173)
('4197819', 258.07183508191173)
('4267417', 258.07183508191173)
('40481857', 258.07183508191173)
('136497', 258.07183508191173)
('253797', 258.07183508191173)
('441267', 258.07183508191173)
('137322', 258.07183508191173)
('4253210', 258.07183508191173)
('3048264', 258.07183508191173)
('19080458', 257.9966744280285)
('4291019', 257.9498820962495)
('4300305', 257.7647455267305)
('4269485', 257.7647455267305)
('256622', 257.48408873542365)
('4211001', 257.1441455699007)
('4231580', 257.1441455699007)
('45757336', 257.08258734756083)
('4264073', 257.08258734756083)
('4067766', 257.044867635026)
('31317', 256.95633827408375)
('4214376', 256.7012339036209)
('443391', 256.62088928394644)
('198124', 256.33615592140916)
('373995', 255.96471955851254)
('4184438', 255.96471955851254)
('4199769', 255.96471955851254)
('4263258', 255.96471955851254)
('4333000', 255.69698660438095)
('4281109', 255.60043698846732)
('318712', 255.5876733342555)
('443729', 255.5876733342555)
('257582', 255.56396575051366)
('4187218', 255.56396575051366)
('46274046', 255.56396575051366)
('380533', 255.55434863489165)
('4252885', 255.3191354705237)
('42872891', 255.3191354705237)
('966282', 255.28065362524148)
('3019652', 255.28065362524148)
('4241530', 255.19547478305162)
('439727', 255.19547478305162)
('4345578', 255.03062351857318)
('318247', 254.60844243675086)
('4067774', 253.81306692255728)
('432588', 253.59653328799794)
('43020424', 253.47723414698442)
('45768449', 253.47723414698442)
('40481896', 253.47723414698442)
('433027', 253.47723414698442)
('44784621', 253.47723414698442)
('443447', 253.28283736000472)
('35615135', 253.28283736000472)
('314432', 253.28283736000472)
('4170620', 253.17451072301063)
('4043731', 252.99776001708545)
('4145335', 252.99776001708545)
('4269209', 252.99776001708545)
('4345577', 252.99776001708545)
('436070', 252.9467880028649)
('436483', 252.90496338600923)
('19126752', 252.79561537153427)
('381537', 252.539597687735)
('434613', 252.539597687735)
('442077', 252.539597687735)
('4221077', 252.539597687735)
('4039212', 252.539597687735)
('3000483', 252.40729216179716)
('3022548', 252.40729216179716)
('3034962', 252.40729216179716)
('438480', 252.40729216179716)
('4042728', 252.40729216179716)
('19077653', 252.40729216179716)
('3015544', 252.40729216179716)
('4311629', 252.40729216179716)
('3004501', 252.40729216179716)
('3037110', 252.40729216179716)
('372599', 252.39936181633558)
('442294', 252.32617870727526)
('40483761', 252.28454938504115)
('2000802', 251.96931802476928)
('2000803', 251.96931802476928)
('2003406', 251.96931802476928)
('2003450', 251.96931802476928)
('2003464', 251.96931802476928)
('4029416', 251.96931802476928)
('45769863', 251.96931802476928)
('46270989', 251.96931802476928)
('2003405', 251.96931802476928)
('2003407', 251.96931802476928)
('2003463', 251.96931802476928)
('2003465', 251.96931802476928)
('4305185', 251.96931802476928)
('46273707', 251.96931802476928)
('4232181', 251.81991959900932)
('4195785', 251.55880566777736)
('435788', 251.50495413530993)
('4078700', 250.89475485589466)
('260123', 250.72577681600913)
('197329', 250.71921942094485)
('4195085', 250.62458417328747)
('19073408', 250.38566275580467)
('36717601', 250.2003754214842)
('443611', 250.19674193515826)
('443612', 250.19674193515826)
('443597', 250.19674193515826)
('443601', 250.19674193515826)
('443614', 250.19674193515826)
('46271022', 250.19674193515826)
('313792', 249.88805114142832)
('197988', 249.69293886294403)
('4306292', 249.69293886294403)
('200219', 249.69293886294403)
('4182562', 249.69293886294403)
('433208', 249.6683697992039)
('3011904', 249.40154384378687)
('3026729', 249.40154384378687)
('141941', 248.93341577963943)
('136198', 248.93341577963943)
('198520', 248.93341577963943)
('4102334', 248.93341577963943)
('138519', 248.93341577963943)
('4052226', 248.78966065315026)
('4108943', 248.78966065315026)
('4265479', 248.66161273818332)
('37017431', 247.95595297737793)
('37017432', 247.95595297737793)
('201622', 247.87445848276548)
('4154290', 247.76927068164633)
('4232697', 247.76927068164633)
('45768480', 247.76927068164633)
('313217', 247.76927068164633)
('4141360', 247.76927068164633)
('4232691', 247.76927068164633)
('442752', 247.67391141578074)
('261326', 247.55766120353343)
('81902', 247.45602439079764)
('372547', 247.40171577859616)
('434866', 247.40171577859616)
('4195014', 247.23765567835636)
('4311555', 247.23765567835636)
('4341520', 247.23765567835636)
('45763749', 247.23765567835636)
('4044215', 247.23765567835636)
('4133224', 247.20850021358808)
('4303805', 246.96350362105537)
('4283942', 246.93706203541944)
('438167', 246.89855916186414)
('375292', 246.89855916186414)
('19020594', 246.89363747435564)
('3002400', 246.89363747435564)
('4146209', 246.89363747435564)
('434614', 246.89363747435564)
('3000185', 246.89363747435564)
('3021044', 246.89363747435564)
('528325', 246.8020090229157)
('501343', 246.8020090229157)
('4340379', 246.8020090229157)
('4055370', 246.57877651986652)
('255304', 246.57877651986652)
('4249735', 246.4934522557386)
('435783', 246.48230002689866)
('439004', 246.48230002689866)
('441828', 246.48230002689866)
('4008566', 246.48230002689866)
('2617355', 246.37378200470738)
('4029319', 246.14535145699452)
('373404', 246.14535145699452)
('4004785', 245.86353180860237)
('4104431', 245.86353180860237)
('19011661', 245.86353180860237)
('375519', 245.86353180860237)
('433753', 245.86353180860237)
('4005284', 245.86353180860237)
('45757093', 245.86353180860237)
('37208405', 245.86353180860237)
('435140', 245.86353180860237)
('435243', 245.86353180860237)
('4166129', 245.86353180860237)
('948888', 245.86353180860237)
('2618100', 245.86353180860237)
('37016179', 245.78274154711184)
('45757435', 245.78274154711184)
('37016180', 245.78274154711184)
('45770881', 245.78274154711184)
('909647', 245.2814710547362)
('381028', 245.1456989442917)
('375281', 245.1456989442917)
('444264', 244.9032360286089)
('4207615', 244.9032360286089)
('44782762', 244.9032360286089)
('4149782', 244.9032360286089)
('762443', 244.9032360286089)
('44782754', 244.9032360286089)
('44782759', 244.9032360286089)
('44782760', 244.9032360286089)
('46273489', 244.9032360286089)
('4152852', 244.20776073755192)
('44784217', 243.81235038713052)
('138455', 243.77261218852288)
('4147466', 243.5231654851122)
('4211231', 243.5231654851122)
('3023548', 243.4334785474811)
('3033811', 243.4334785474811)
('4096682', 243.32030495963687)
('2779047', 243.32030495963687)
('2778816', 243.32030495963687)
('2779051', 243.32030495963687)
('2786879', 243.27714719133587)
('317109', 243.00147478202075)
('4055610', 242.9951569341078)
('4056580', 242.9951569341078)
('4111552', 242.77597699038216)
('194417', 242.58252292550137)
('437833', 242.57493720825875)
('4163708', 242.51616745525513)
('135766', 242.42847896079138)
('317510', 242.42847896079138)
('4121123', 242.42809617204358)
('435515', 242.2202301091189)
('4048926', 242.2202301091189)
('4054876', 242.1516563254594)
('4059119', 242.1516563254594)
('4171917', 242.1516563254594)
('4095279', 241.8839104759028)
('4244418', 241.8839104759028)
('4322528', 241.63026905665805)
('433701', 240.74777945300514)
('443522', 240.3637151714086)
('4169095', 240.3637151714086)
('438778', 240.13531184295044)
('192359', 239.88200984792826)
('134057', 239.85369235912702)
